id	sentence	label
1129102612962381826	mtn why is mtn network not clear these days 	None
1129251625137262592	god bless youam out of this museveni thieves airtel and mtn 	Negative
1129283339955953664	people mtn kindly rectify the errors in your systems if at all youre not torturing users u buy data and in no minute its finished network is a problem even in kampala eeeeeee 	None
1129316185911304193	mtn what does that mean i pay for data and you guy choose to sell me nothing like i do this twice but same thing happens wtf mtn 	None
1129322370760679424	hey mtn do you have an issue with mobile money coz everytime i try to buy airtime or data they tell me that mobile money charge failure 	None
1129357709260804096	so this mtn data flies like a bombardier thinking i woke up to this and been looking for kind words but cant find any gb worth for a week worked for an hour seriously 	None
1129379938237329408	mtn well the issues that i receive such a message after purchasing my data and i dont get to receive it then i try again for a couple of times but money is chopped and no data is received what could be wrong 	None
1129425071225933826	mtn why is your internet very slow of late pout uccofficial 	None
1129464680446140417	this increament on mobile money fees is totally insane mtn 	None
1129471620148531200	hard lining is bearing with slow mtn network after buying your data relieved 	None
1129604379651133440	mtn youre always quick to remind me that my airtime is running low and stuff those messages are annoying but when it comes to good service im reminded that im near the congo border rolleyes 	Negative
1129643684977434624	constantridah mtn is real shit i have accepted let them disconnect me if they want hillary had the guts this morning to tell me to visit a service centre i wanted to shout i abused him 	Negative
1129673056522260481	stanchartuga mtn i just bought airtime from the stanchart mobile application it was deducted but i havent received it on my phone please advise 	None
1129677505613455360	mtn i got da help mi concern was with waiting for almost mins yet its an helpline 	None
1129697563718946817	mtn valokecho humbly we are requesting a mobile money card that can work on all these pos machines in bars kubanga getting your phone to pay momopay nga it has already blacked out 	None
1129703640170749954	what the nankani is wrong with your internet mtn i cant be in the centre of masindi full bars but on edge connectivity 	None
1129734295432683521	mtn thanks for your data its ever on 	None
1129735618727165952	so airtel internet users should literally complain to mtn for its slowest internet connectivity joy 	None
1129742724285063173	mtn great service everywhere i go 	Positive
1129805041479704577	mtn u need to do something the network is so bad in panyigoro pakwach district people within the district now tie those soda bottles mbu to pull network 	None
1130015528762912768	mtn why is that when i use my phone as a hotspot and stream tidal app on my tab or laptop my data is consumed while i purchased a streaming bundle with data inclusive 	None
1130054095140786179	mtn i dont whether youre being deliberate in confusing me i usually do transaction every beginning of month i buy a monthly voice bundle of k and gb this time around i added another bundle of gb which comes with min now after that tx the earlier one of k vanished 	None
1130084046640431104	dear mtn your mtn service center in busunju is embedded with fraudsters 	None
1130092019320315904	mtn what does this mean when i have barely used my monthly data of gb mbu now with mbs 	None
1130121425443069953	mtn smthg isnt right today data meant for a week jst gone in hrs even wen e phone is idle normally mb takes me days with tethering as well today guess its my turn to complain plz do e needful guys lest e day ends pout 	None
1130124911563943936	mtn same thing happening now reloaded another mbs at but as i speak now left with mbs imp wats happening 	None
1130154388205592578	mtn your data these days runs and ends faster than usain bolt 	None
1130160308293705729	on a serious note mtn stop this nonsense of depleting data aimlessly uccofficial please look in to this for consumer protection thank you 	None
1130175368369983488	something has been wrong with mtnugs internet for the past few weeks 	None
1130182652827447301	is it only me or mtn data runs so fast sob 	None
1130228857427103744	mtn what is wrong with your network aeroplanes you upgrading or 	None
1130369986332172292	apart from mps the other people who need to start counting in us sense are the mtn people why do they resale other peoples defunct lines to us and then blame us for it 	None
1130372854606909440	mtn is there a chance my voice bundle will be restored this morning i cant seem to get a response from you 	None
1130384829588090880	halo mtn i have been using the some good months but currently am preparing a divorce since last month whenever i buy pulse bundles in the next hrs i have zero even if i havent watcheddownloaded any videos whats not happening 	None
1130387512063614976	mtn tidal hey mtn i subscribed for days but i still cant stream any help 	None
1130415576755654656	have you tried mtn internet today and enjoyed it as much as i do what was your experience like cc tntliveug 	None
1130464203255492608	mtn tidal why is mtn tidal app incompatible with the samsung j ace gotten from mtn 	None
1130523848846319619	mtn what sufficient details why is the number not registered in the first place you claim you disconnected such numbers are you not aiding kidnap and killings in this country 	None
1130533560492986368	gadrogers mtn i paid ott buy i dont have the data sunglasses 	None
1130539336015990785	mtn thanks for representing 	Positive
1130569365722550272	mtn there seems to be a difference now thanks for the prompt assistance 	None
1130582831376359425	mtn mtn kindly improve on your network stop making me buy mbs twice and you chopping my money sunglasses can you refund it 	None
1130586081123033100	mtn i just made a transaction of gb when i checked after minutes it wasnt activated i decided to re do it after a few minutes you decided to give me gbs and chopping my money what is that 	None
1130735301452808192	mtn i have done it thrice and restarted the phone all those three times i am being patient thinking it will may be miraculously disappear let me do it one more time 	Negative
1130751648190664704	mtn why cant a nigga make calls my bet is because i havent reregistered 	None
1130812591243169792	mtn i sent that using my mtn but it was not credited 	None
1130835224357670914	mtn this money was sent to secure someone i thought we use mobile banking to overcome hardship how possible can i get back my money and i use other means coz someone is dying pout 	None
1130855048525705216	mtn thanks mtn am done purchasing mine 	Positive
1130890907090341888	mtn someone should update me on the increase of mobile money withdraw charges without customer notice 	None
1130902900094509056	airtel still nothing on sob but why do i have to go through all this pain yet my money was deducted and i was charged and taxed mtn says transaction went through and airtel says transaction failed now who is fooling who 	None
1130918734627926016	hello mtn i made a momo transaction bt the would be recipient says he didnt receive the money which was deducted from my account is it possible to track that transaction and verify if thats true 	None
1130921516588310529	been calling mtn customer care since morning and no one is picking up anyone with their airtel line so i call on that maybe they will pick up 	None
1131089252480167941	thecrazyswthrt mtn thank you every much for your generosity 	Positive
1131126402038804482	urauganda mtn this mobile money charges are too exorbitant who is gon na use mobmoney if you continue this way 	None
1131127580994822144	mtn sort out your app please i keep paying for stuff twice how sway just how when ive sent the command once 	None
1131209524566798336	mtn it more than hrs now but not yet worked on yet i used an expensive option because it was an emergency otherwise i would have just withdrawn and directly deposit on airtel 	None
1131235382878720000	mtn i have a complaint that has gone unanswered for a long time now smirk 	None
1131293226101555200	mtn mtn terrible internet network kindly improve 	None
1131312862905950208	mtn the network is poor please help us 	None
1131444446984323072	airtel yet mtn gaaga is jus k for gb and even faster than bullet 	None
1131498046104072192	mtn is mobile internet off 	None
1131537359441293313	mtn why doii keep getting messages in acholi and dothraki i dont even understand the language 	None
1131595788209930240	mtn are you seeing minutes i have just loaded for day i validated by disconnected line yesterday amp didnt get the promised minutes 	None
1131835061119197184	you have the fastest internet amp best customer service worldwide mtn 	None
1131855000563535872	thank you mtn for your swift response 	None
1131873135362543617	airtel just because your gb expires in days doesnt mean your network should be trash mtn if you could extend your gb data to expire in atleast days youd drive airtel out of the market for good but u r also fake amp rigid 	None
1131887694454374400	mtn hello there is an issue with mm and i need urgent guidance on how soon this can be solved sent money st to an airtel line that have nat received this todate neither has this been reimbursed to my accountdo advise cs seems to have no clue eyes 	None
1131904090957598720	this is how frustrating mtn service centres are weve been here at kampala road shop for over an hour no help even the agents are no where to be seen young deployed holiday makers seem to be after friends and relatives 	None
1131910999349583872	gadrogers mtn i responsibly thank mtn uganda for this tremendous support to the community 	Positive
1131931752153407495	benbixx yeah its all good thanks to mtn 	Positive
1132140899725660160	i have never been fade up of mtn like to day 	Negative
1132169350381821952	mtn this morning after a failed purchase from google play with my mtn momo card money was deducted from my account 	None
1132169589192876033	mtn not even able to access a mini statement after money being deducted for a failed transaction 	None
1132170032174313472	mtn unclear deductions going on my mobile money account 	None
1132310130014523395	yesterday a customer sent me money for the bag but i completely got confused when i tried withdrawing money k and you guys claimed its insufficient till i dropped to kmtnug make me understand where the shillings goes to 	None
1132325856112726017	mtn we are trying to pay school fees but the system is off 	None
1132332417908391937	mtn whats your reason for disabling my phone number yet its registered and verified at your kabale service center 	None
1132336459954962432	is it just me or are both africell and mtn ug proclaimed glte data connection very shitty lately mtn africell 	None
1132340516350304256	mtn honestly and seriously what is wrong with your mobile money services trying to make payments but system failure why its urgent and your call center is not even working 	None
1132353299812888576	hey mtn my aunt is in kabale and she was deposit k on a wrong number when she tried calling mtn customer service no help was given but only telling her thy dont allow direct deposits really 	None
1132362881524277249	rzaake mtn mistake was not notifying customers 	None
1132377243978784768	mtn first sort the mtn app and mobile money kuba mafia tatuyamba 	None
1132380862559997961	gotvuganda am unable to resubscribe through mtn mobile money menu 	None
1132402398872391680	airtel fvck this g shit of yours just in kla butyour internet is soooo shitty thanx to mtn for saving the day always keep it up smart boys 	None
1132413799485661184	mtn i need to urgently need to talk to your customer care team but is impossible kindly advise the number i should call to get urgent help 	None
1132574773282779137	mtn hello there since yesterday the network is down plus the my mtn app how can i buy internet bundles am i the only one suffering or its general 	None
1132604246401126400	mtn first you cut my sim off without any notice then i run to the nearest shop and register it does it really have to take hours i have to wait freaking hours to use it 	None
1132630831061721089	mtn may u pliz explain this callingon my mobile money agent line am nsimbi patrick calling from mtnthen an sms follows dear customeryour account has been blocked due to many transactions which are multiple transactions 	None
1132665188350664705	fellow mtn subscribers guard against amp theyre everywhere conning people its unfortunate mtn does nothing to safeguard subscribers against these 	Negative
1132676751665106945	stanbicug what is da use of the tollfree helpline if when we call you behave like mtn u dont answer i just wanted to inquire of u dont mind why all are not withdrawing yet u know that we have to take our kids to school 	None
1133535448373055490	mtn u deleted ur mbu gaga wednesday on ur mtn app hmmmm dats y freak friday z still d bestoba mwabakyi 	Negative
1133573183183962113	mtn with very shitty data 	Negative
1133598711383248896	edgarngonzi mtn the mtn app seems to be kaput 	None
1133616661129568257	mtn after scrapping gaga now this finally mans can uninstall mymtn in peace 	None
1133617002734600192	time to get my android phone some breathing space the usefulness of is all but done time to uninstall mtn it was nice knowing you till you come up with another offer ill have to shelve this sim card 	None
1133623544015933441	katlevi mtn not my case maybe mtn has so many variations from e to h regardless of the area 	Negative
1133625692887887872	mtn fuck you mtn everything cant work 	None
1133643144350846976	mtn thats it switching to airtel for good 	None
1133648796263604224	mtn mtn you are not serious seriously neutralface 	None
1133650897744158720	uccofficial get us another reception line calling is becoming a nightmare they either pick or keep calling with no answer even the network is so bad via mtn calling kampala from mbalethese days do something as a regulator 	None
1133651723891949568	mtn your data bundles are terrible sob 	Negative
1133651741717741568	nahaabwe are u joking looks like im leaving mtn for real now no point of me staying the worst network ever 	None
1133657907210391553	mtn is like that girl who wakes up in the morning and tells you our relationship is over 	None
1133664451289321473	mtn naye mukyinkonze i have been waiting for this day since sunday only to reach to activate to find the dog saying mbu bear with us at least you warn a person a week before the time you used to make the ka trailer expressionless mutemula africell tuja one heart 	None
1133671232367407104	airtel thinks they have g mtnugs internet is like a sip of cold munanansi on a hot afternoon 	Positive
1133673737277063169	well weve come to the end of mtn 	None
1133673895528148993	nyombiiggy mtn yes yes they are a bunch of data thieving guys 	Negative
1133675423299190784	mtnugcare mtn come pick your sim card mschewwwww 	None
1133676593531035649	dear mtn i think our journey ends here tooits been great having you as my first sim cardplease dont mourn me move on but you will never find anyone who loved you like me you dumb asseswhere do they sell africell sim cards in kibuli btw 	None
1133678722857484288	mtn i guess business has defeated them 	None
1133680212804288514	mahorosafari mtn its over sob 	None
1133682595961737216	mtn today i have verified my identity my sim card is still blocked do you want me to also verify my internal organs 	None
1133684735711031296	mtn what happened to the gaga deal today as if that is not bad enough connection is on and off whats not going on 	Negative
1133699486616883201	but mtn is that the best way you can end something on the real day you expect people to buy i just walked a long distance to deposit only to see there is nothing am so annoyed and in fact dumping my card immediately 	None
1133701982793998340	mtn please do something that will work for us in time removing gaga wed doesnt mean you close a full package of an app 	None
1133703828291969024	mtn if only you were straight with your customers than playing lying about fixing the app 	None
1133711612639154177	mtn jst bogus mtn so after getting the parliament deal with stolen taxes ue immediately stopped thinking abt omuntu wawansi mtn is shit 	None
1133712247308595200	at first the mm tax was on sending now when youre withdrawing youre still charged the tax mtn what happened 	None
1133720081312157697	the fakini shit ciza talks about mtn mutuffuze bubi yarabbi 	None
1133755107475185664	collinsm mtn at least they inform you naye airtel hmm 	None
1133789145292247041	mtn ive bought your data but its just not working did you abandon the internet business as a whole or just gagaa wednesday 	Negative
1133791058360274944	mtn whatever you guys have done with your internet speeds today only god knows nothing is loading yet you somehow expect me to use the data within hrs mweddeko 	Negative
1133829367057014784	atimcharlotte mtn am one of the concerned customer and i used to consume lwaki mutukoze ekigambo mazima dala first of your data is expensive naye mama 	Negative
1133848154519035906	this gaga heart break was too much i had to delete my mtn app till further notice 	Negative
1133878007746236417	but mtn were all friends so mbs at ugandan shillings or happening soon or youre okay with us keeping on suffering on that airtel network seriously were all buddies here even that share internet thing yetaaga gyi kwaata mu a little bit 	None
1133964827796365313	mwizasophy mtn sometimes it doesnt just connect joy it put me through too much till i had to restart my phone and also after paying ott it fcks up i dont know the correlation though 	Negative
1133981598536392704	mtn why is the mm part of the mtnapp nonfunctional 	None
1133993344965763077	i think mtn s gonya didnt retire shehe runs in the background as an algorithm that refuses some of us to buy cheapshort termquick fix data bundles this data bundle depletion rate is unjustifiable 	Negative
1133993905370935296	mtn whats wrong with your app 	None
1133997653606510592	mtn true that the problem with you isnt about where to buy airtime its about the poor internet connection and taking mbs like an elephant drinking water from a basin joy 	Negative
1134003275487952896	stephenmukisa monthly bundle of k mb only small small bundles that are overpriced indeed i hope mtn shall improve 	Negative
1134007894758830080	mwizasophy mtn come to airtel its faster and you get gb for k best that 	None
1134016012024733696	mtn people using claiming they are working for mtn are saying your mobile services are being upgraded and asking for mm pins to do this upgrade please look into it 	None
1134056264307281920	mtn hehe beats my understanding receiving such a reply my issue is about the unreliability of your network brought up by the recent upgrade ever since services aint accessible earlier than am 	None
1134077442581250048	mtn two weeks ago i bought a data bundle using mobile money and it didnt get to the recipient but my money was taken offcalled the help live twice and still have no resolution 	Negative
1134101385899905026	mtn mymtn app has been off for a while any explanation 	None
1134316590801932289	mtn so guys whats with the app been a week now 	None
1134356470290681856	hello mtn im back 	None
1134379316203143168	you guys have the worst customer care mtnughow can i raise a compliant and it takes an hour to work on it 	None
1134546442398445569	so mtn u thought blocking my line was a big deal gasiya 	None
1134670080023900165	mtn leave me in peace mbadde ive had more than one chat with yall agenda ojijeyonze sagala kunsumbuwa chop my data with clevernze njakubeybulila 	Negative
1134695221969739776	mtn my mtn app mobile money has been down for week now am distressed 	None
1134824442595594241	rnkaire mtn thank you 	None
1134847694634180608	mtn the mymtn app has been off over the last couple of days whats up 	None
1134871058874601473	two steps into mabira forest and mtn starts to display the no service message 	None
1135066157621436417	mtn what has happen to the mobil app 	None
1135122492757106689	mtn you cheated me last nighttheres no way i could use mbs in a night after some few texts on messenger 	Negative
1135189721192325121	africell net work for africell when i load this data can make me cry honestly its very annoying and more so mtn has also switched me off then i have no choice than to tolerate the mess 	Negative
1135206521653071872	mtn finally leveled up and gave us minutes k a month blush not bad at all 	None
1135265285932494849	loads mtn mb data bundle opens whatsapp and minutes later data bundle at goes to airtel and loads mb data bundle opens whatsapp and hrs minutes later data balance mb kati i think its time to switch things up 	None
1135272163378892800	i want to sue mtn for eating my mbz at unreasonable rate perhaps am the only one facing this 	None
1135284944320831489	dear mtn your network in nansana is so poor not even a g network 	Negative
1135307475513745408	when will the mymtn app be fully functional again mtn 	None
1135422934577815552	mtn hi i am trying to buy yaka but i receive no response after inputting the meter number please advise 	None
1135429312797184002	mtn how long has it been since hasnt been working in the mymtn app 	None
1135450603436593152	but surely mtn why the robbery i have experienced it for a while but was not sure until yesterday whrn i loaded paka bundles aboit hrs and i tried to check a few things but the network was terrible i have up and slept 	Negative
1135535245564862467	i have bought yaka on now but i havent got the token pliz help mtn umemeltd 	None
1135543667886833664	am totally done with airtel internet mbu g network just a bunch of frauds mtn thinking 	None
1135570379790069761	stanchartuga and mtn i just make a mobile money transfer from my bank account to my mobile money account the bank account has been debited but my mobile money account is not updated who should i blame 	None
1135571433583796224	mtn angelmugabe and should we delete yr app its useless now 	None
1135572596274204673	mtn pls your services are off i cant place call etc 	None
1135577711689252868	mtn am currently unable to make calls despite having full connectivity and a fully registered line what is the problem 	None
1135578932370186240	mtn uccofficial why put me thru the rigorous hustle of registering and reverifying my line and then later on disconnect it without informing me is this really fair 	None
1135584421782925314	mtn is it general problem with the system or am the only affected entity none of my mtn cards able to make calls or even check balance please advise 	None
1135586113580609537	mtn out of the blue my sim wont do anything i cant use my data cant even check my airtime 	None
1135587323326976000	mtn wats happening with loading at and data am sending this using airtel data wefuge 	None
1135587337268858880	mtn my line cant make calls but does receive calls 	None
1135588917405765634	mtn why is that every time it rains your network is the poorest and you dont inform us at least you would be informing us 	Negative
1135588976969080832	mtn sap with uo network 	Negative
1135589461440507904	afrikayz mtn am traveling thought it was just poor connection in some parts of the country 	None
1135589573902438401	mtn for days straight im unable to access my mm account or transact anything using mm do you guys realize how youre making life hard tiredface 	None
1135590500742967297	lol mtn what was that the network went off for a whole hour 	Negative
1135591967419699201	okambor mtn the kampala network is just terrible i almost stayed up country 	Negative
1135593902545788929	so is mtn going to pretend like its internet connection wasnt off for over an hour joy 	None
1135594124902567937	mtn whats happening to your system i cant check my credit balance neither can i buy a voice bundle are you still at namugongo trying to resurrect the martyrs 	Negative
1135597715713396736	mtn all my mtn lines are off i cant access my internet data i cant make calls i cant even call your customer help line what is this smirk and no official information about this 	None
1135603205981835264	mtn mobile money network is off eid yaffe is at stake 	None
1135603386064261127	mtn thanks for the feedback raisedhands actually the im now able to pay for the ott 	None
1135608048955924480	mtn why is the network off and just merely trying to use another number to call customer care you guys dnt pick up unamused 	Negative
1135608540482158593	mtn around pm i restarted my phone twice thinking the problem was my phone no interest couldnt call couldnt check my airtime balance any official communication about what happened poutingcat just curious poutingcat 	None
1135614340651016192	mtn stop messing with us ur network is the most unstable in the last one month mutulekemu 	Negative
1135617127505891328	and mtn whats wrong with your network ohh gush wabula munyiza 	Negative
1135625990498070529	mtn i cant buy paka bundles whatsup 	None
1135629687068209153	mtn what is wrong with your network today we need another competitor because it seems your workers are sleeping on the job angry 	Negative
1135633502035173378	mtn thanks for the feedback 	None
1135633635514769410	what has just happened to mtn pulse cant buy pulse bundles yy 	None
1135644084914270224	korithehost mtn daily light thieves 	None
1135645139681128448	mtn i paid for my paka data for using mobile money the the k was deducted but i didnt receive the data whats going on 	None
1135653820736909312	mtn whats wrong with your internet tonight 	None
1135656564331831303	but companies be how now mtn wants us to use its for several services like buying data yet it cant open when youre not connected to internet where do you think we shall get data to use it when it doesnt open without data yet i also want to use it and buy data 	None
1135708919899328512	mtn whats up with your mymtn app 	None
1135764437649039360	mtn u guys r thieves i load minutes u deduct my credit but i get no minutes what day robbery is this more so on eid day 	None
1135764568590958597	why are you mtn punishing us i cant subscribe to anything 	None
1135778554275348480	mtn how long does it take to resolve a mokash issue after visiting a service center i visited mtn moroto but till today i still cant access mokash services 	None
1135779667024236544	mtn what is wrong with your networki have purchased my pakalast minutes bundles for two times using mobile money and you guys have deducted my money but you didnt give me the minutes just return my money back 	Negative
1135784071903285249	mtn i keep buying bundles and getting told that i have no data whats happening 	None
1135784551400267776	u took my credit u havent gave ma mbs wat have i done to u guys mtn mtnugcare 	None
1135788146304700416	mtn mtn ntn mtn com to our rescue your network aint good moreover on eid mwebereremu 	Negative
1135789631952343040	mtn download speed test and upload speed test mtn g internet speed is real happy eid day 	None
1135790589847490560	mtn themithmusic today morning i bought my pakapaka gb but money was gone but i cant receive gb i try to again i bought again but cant receive gb so i paid ugx but i cant receive anything yesterday midnight one time total is so how i can do 	None
1135792187608903680	umemeltd and mtn this is too much whenever i buy yaka it takes me hours to receive it please this is too much its now the third time its happening i wont take it this time round i want my token now 	None
1135798398869803008	mtn btw fuck off for real the messages youre sending me arent helping me refund my money or complete my transactions 	None
1135802557933268993	mtn mtnugcare transaction id my money deduction for data but havent received the data 	None
1135803080430292992	mtn i go to your mtn mukwano mall service but cant help me bull shit 	None
1135803539350073344	mtn the internet speeds are really slow these last days 	None
1135808144234504192	i just felt robbed by mtn and housingfinanceu i attempted to withdraw money via ebanking and failed twice but was charged sh but money not received now am again charged another shs for crediting twice the money i did not receive this is estealing not banking 	None
1135809417411268614	mtn i cant access my data bundle whats happening 	None
1135813067613331456	mtn so when can i expect mm to be bk bse im stranded cant withdraw cant buy airtime 	None
1135813480454340610	mtn my network has been off and on since yesterday and my internet has been disconnectedand i called customer care and the guy just told me to wait it outthe worst part is everyone elsez network is fyneven replying to this tweet i had to wait for it to get bk on again 	Negative
1135814184975917057	mtn good morning i would like to know why my airtime is being taken but my mbz not being received tried to call customer care and it keeps saying network busy and just getting disconnected kindly respond 	None
1135817886923206656	mtn okaythanks for your feedback will be waiting 	None
1135819100956049408	am i the only one that has failed to buy mtn bundles thy keep giving me regrets wen i try buying since yesterday cry 	None
1135820375428870145	mtn thanks for this quick feedback 	None
1135835180390866949	mtn you fools every day you continue to be unreliable with network and services 	Negative
1135838305176735744	hey mtn should we uninstall yr app because its totally useless now or youre planning to put it to full use again 	None
1135838581728141312	mtn i have just tried and it was not restored your payment has failed reason payer is barred call for assistance the more reason i believe this is not a general problem 	None
1135844847934476288	mtn ive been charged twice for my pakapaka but didnt receive the bundles 	None
1135851941530132480	i dont know why ccas do this why dont you first get info before responding instead of telling lies to customers i subscribed twice for mypakapaka first it wasnt given and i switched phones second time i got it but edwin says its currently unavailable mtn my money 	None
1135857635645935616	mtn guys i can no longer send money to airtel numbers tried two different numbers today anything new i may not know 	None
1135862201204580354	mtn u guys r cheating us with thiz internet bundles real 	None
1135864487926542336	mtn underway for how long complete my transactions or refund my money stop playing around with our money man fuck off like for real mtn i want my money refunded or transactions completed 	None
1135872467170463744	mtn pliz refund my mobile money i subscribed to mypakapaka bundles of minutes u charged me off my mobile money and u never gave me bundles when i call yo customer care some creature called juliet bucks at me refund my dime on my number 	None
1135881739329515526	i think the has been fasting too and came out for today thought i was the only victim when the dreaded youve used data msg showed up today morning minutes after subscribing only to find other tweeps on tl complaining mtn mwetereeze cc mtn 	None
1135901493977133056	mtn mtn u deducted from me for my pakapaka mins hours ago and if i dont complain u never make a return whats wrong with you 	None
1135929009957683202	mtn u sent me a message and deducted shs of my airtime supposedly for making a call when i havent called anyone why can u pse refund my credit please 	None
1135930801982451712	but mtn with all my airtime i cant make calls or send texts triumph 	None
1135936745982308352	airtel your service of sending mobile money to mtn number is too slow 	None
1135938975305293824	atimcharlotte mtn it just happened to me too today no mbs no airtime and yet you sent me a messages your thieves you guys 	Negative
1135947214377967617	these hairy bumlines of mtn its days now they stole my mobile money plus airtime and paka money 	Negative
1135951862287491072	hello mtn i loaded data for ugx mbs and money was chopped from my mobile money but no data delivered now i loaded again what do i do with money chopped and no data 	None
1135951993694851072	mtn atimcharlotte mine was my pakapakayou guys deducted the money from my mobile account but up to now i havent received the minutes 	None
1135962717284687873	mtn internet bundles are a scam pout 	None
1135967638180519937	mtn what is wrong with your internet the quality keeps worsening it keeps hiccuping n this is irritating whenever am around kireka no matter where i sit in kireka internet is poor 	None
1136011879279726594	here wondering what mtn think they are you failed to activate for me my paka you chopped my money without any service in return i called you told me to wait but nothing instead its my hard earned money better bring it back you guys are real fraudmtnug 	None
1136013077034557441	mtn continues to steal ugandans its the nd time money is deducted from my mobile money without the minutes being loaded is it too much excitement of welcoming the ceo back or thought i was the only one but then i noticed it happened to many others 	None
1136125693237112832	mtn good morning mtn its been more than hrs since reporting this issue and my line is still barred from payingsending money to airtel is this still a general problem whats the update from your technical team 	None
1136126560258396160	good day mtnugcare yesterday i failed to get my data bundle activated even after you deducted my money till now i have seen nothing how can you help me mtn 	None
1136205415778312192	mtn yesterday you deducted my mobile money twice with out giving me my pajamas services until i called and you told of a problem with the service why didnt you communicate earlier please sort me thanks 	None
1136229832432463872	mtn mtn is that what you offer now your employees abuse customers when they have a complaint 	None
1136230052763504641	mtn so disappointed at your employees 	None
1136233881802280961	mtn well thank you 	Positive
1136251818835623936	mtn my phone number was fully registered with my national id and also confirmed with my nin number but it was disconnected can you help or i should forget about it 	None
1136255759904321536	mtn guys cmon i need paka whats the deal with the app 	None
1136282846279229440	mtn app is the most useless thing on phone right now time to delete 	None
1136287364572225536	mtn i buy gb per month and your telling me that in one week i have used of my data smirk so i expect tomorrow to get a msg that i have used up my monthly data 	None
1136290144124846080	mtn yes i see that but im worried i might wake up without data 	None
1136306693296611328	mtn mtnugcare pls help me clarify on the pulse bundles system coz it has clearly failed to loadthx 	None
1136327124577607680	what could be the problem with this number that it cant receive incoming calls mtn 	None
1136350886114914304	hello donatngz your callertune is annoying to make things worse you take long to pick is there a way one can request mtn for cancellation on someones behalf 	None
1136361889859080192	mtn you took away the gags wednesday now you have taken away your network how i wish you take away your sim cards mbwa mwe hey africell wheres the nearest place around kids so i can get your sim 	None
1136368563894333440	but mtn you people are so disorganized your network is always on and off 	None
1136445650848178176	mtn superb twitter customer care kudos 	None
1136499297564987393	dear mtn these ussds are killing us whens the mobile app going to back online cc mtnugcare 	None
1136501486953914368	njoyie mtn mtn is thief today is thursday but where is my pakapaka two times money shit gb two times is gb fuck 	None
1136501875690364928	my mobile money function on the mtn app doesnt work anymore is it just me thinking 	None
1136583236375777280	mtn my network currently says no service after i received a notification that iphone not activated and contact your carrier what is the problem 	None
1136603051165458437	mtn what is wrong with internet 	None
1136620279021678593	mtn fuck your ceo where is my pakapaka money thief 	Negative
1136626774593302528	mtn your mobile money app has been unavailable for two weeks when will it be fixed 	None
1136664834458734592	mtn did the mtn app die with gaaga wednesday or you guys are just punishing us the customers 	None
1136682606513274880	mtn how do u double bundles when ur not giving us the current ones even after deducting our money i doubt that 	None
1136692633735184384	mtn what the hell is wrong with you how do i buy mbs and they just disappear like ghosts pissed off just wefuge 	None
1136713500682784770	mtn why have you debited my account twice without activating my paka bundles 	None
1136715791745900549	mtn thank you for such a better move again to satisfying mtn customers 	Positive
1136716049309741056	mtn mtn uganda the most bogus telecom company hv ever seen as am talking now its weeks now i cant use there app either buy mbs by dialing the thou i submitted my issue amp told to wait for hours but up now it was not dan 	Negative
1136728483248443392	mtn before u decide to double my voice bundlecan u refund my datamobile money that i subscribed for and didnt receive 	None
1136879719754993664	mtn i am failing to load data and the number is saying its incorrect 	None
1136886746208190464	mtn do you have some upgrades yr working upon or cse my network isnt sexy at all 	None
1136886796602761216	mtn its funny how you guys dont notify me that my number is blocked when i deposit money but tell me how i cant access it on withdrawal aint this thuggery 	None
1136966849151868929	mtn i want to spend my loyalty points on internet bundles what i dont understand is why youre limiting me to mbs what kind of disrespect is that 	None
1137017742253535233	mtn i cant thank you enough for this good internet connection 	None
1137045445140713472	kanyefelly u can finally come back home we now have mtn network all over the place 	None
1137046369645076480	mtn hello your internet speed in arua is sooo slow these days it used to be better once upon a time thinking can it get better oba i climb the mango tree neutralface 	None
1137054310548758528	mtn how do i fix this error fyi i pay ott so this is not due to vpn errors everywhere unfortunately both ussd and mymtnapp are affected any help 	None
1137064772749471744	airtel something is wrong with your data bundles they seem to get depleted faster than mtn even without use note that i blocked background data before performing my experiment 	None
1137075425186930689	mtn when are you putting g in my area pout this network is toooooo slow g is stupid when you have tasted g sob 	None
1137077536200904704	mtn called me this afternoon asking for feedback on their internet i told them its shitty around home so theyve decided to make it shittier rolleyes are you guys angry at me or something 	None
1137089791042961408	mtn thank you its much better 	Positive
1137215504274378753	give me one reason why i shd not delete the mtn app 	None
1137324480467013632	mtn i bought voice bundles on rd june and money was deducted from my mm account but didnt get the bundles mwagala tumale baloga to refund angry 	None
1137364464603410432	is it mine or mtn internet is sucking this evening expressionless i dont get it tooooo slow 	None
1137423162650574848	mtn am still here waiting to hear from you since that time you had issues with mypakapaka internet bundles neither was i notified nor did i get a refund as customer care said 	None
1137464156800671744	mtn mtnugcare could be it be am witchhunted the way my data is depleted is alarming i bought gb at pm but by pm it was done yet i didnt download or update anything just a few whatsapp text amp checking on twarr nga a text pops up i have used up my datandimunyivu pout 	None
1137470528686632961	mtn theres no way you can tell me that i used gb within two hours without downloading videos and you tell me its normal usage 	None
1137493059762085895	mtn why is the network so slow 	None
1137603387577552896	mtn mtn is thief today is sunday but where is my pakapaka two times money shit gb two times is gb fuck i will come your twitter everyday 	Negative
